"","Subject_ID","Treatment","Age","Gender_Coded","Born_US","Ethnicity_Coded","Religiousity","Political_Aff","Income","Nat_Lang","Country_Born","Yrs_Country_Born","Current_Country","Education","P1_Educ","p2_Educ","Job","Empathy_Sentences","E_Compassion","E_Sympathy","E_Movedness","Empathy","Decision_DV","Suspicion","Suspicion_code","Incluenced_by_suspicion","Study2_done_before","Study2_done_before_text","Combined_Income_Centered","Combined_Condition_IncomeCentered","Sample_Income_Centered","Sample_Condition_IncomeCentered","filter_$_study2_geolocation"
"43",411,0,43,0,FALSE,0,7,1,3,"english","india","22","usa",5,3,3,"transpotaion","",7,7,7,7,2,"i want to start it with initial amount first.",0,5,2,"",-1.19,0,-1.41,0,1
"44",416,0,37,0,TRUE,1,4,2,8,"English","USA","37","USA",6,6,3,"Financial Analyst","",5,4,2,3.66666666666667,5,"No",0,1,1,"",3.81,0,3.59,0,1
"45",421,0,29,0,TRUE,1,6,1,5,"english","united states","29","united states",4,2,2,"Graphic Artist","",4,4,4,4,1,"That maybe the term ""lose"" would have an effect on my decision?",0,1,2,"",0.81,0,0.59,0,1
"46",423,0,25,0,FALSE,0,1,4,6,"Korean","South Korea","11","United States",5,5,3,"Research Associate","",2,2,1,1.66666666666667,6,"I didn't form any impression of what the hypotheses may be.",0,1,2,"",1.81,0,1.59,0,1
"47",424,0,27,0,TRUE,1,5,3,6,"English","USA","27","USA",6,2,2,"Budget analyst","",5,6,6,5.66666666666667,3,"I think it is about fairness and compassion among groups.",0,4,2,"",1.81,0,1.59,0,1
"48",430,0,26,0,TRUE,1,2,3,3,"English","United States","26","United States",3,5,2,"Software Developer","",6,6,3,5,1,"To see how willing people are to take away something from one person to have a larger net gain for a group of other people.",0,2,2,"",-1.19,0,-1.41,0,1
"49",433,0,29,0,TRUE,1,1,6,6,"english","united states","29","united states",3,3,3,"store manager","",4,5,1,3.33333333333333,1,"to see the greed of others that dont have much",0,2,2,"",1.81,0,1.59,0,1
"50",435,0,46,0,TRUE,1,2,4,1,"English","USA","46","USA",3,3,6,"Customer Service Representative","",2,2,2,2,1,"No.",0,1,2,"",-3.19,0,-3.41,0,1
"51",439,0,25,0,TRUE,1,1,2,3,"English","USA","25","USA",2,2,2,"Turker","",4,5,3,4,2,"No.",0,1,2,"",-1.19,0,-1.41,0,1
"52",441,0,56,0,TRUE,1,1,6,2,"English","USA","56","USA",3,3,3,"Telephone interviewer","",7,7,7,7,1,"No",0,1,2,"",-2.19,0,-2.41,0,1
"53",443,0,31,0,TRUE,1,1,5,5,"English","United States","31","United States",5,5,4,"Payroll Manager","",4,4,4,4,1,"See how much money you would take from someone who can afford to lose money to other people.  Redistribution.",0,4,2,"",0.81,0,0.59,0,1
"54",446,0,40,0,TRUE,1,2,2,5,"English","US","40","US",6,4,6,"Systems Administrator","",7,7,7,7,1,"Whether you are in favor of a prviledged class",0,1,2,"",0.81,0,0.59,0,1
"55",447,0,33,0,TRUE,1,7,6,6,"English","United States","33","United States",5,2,4,"Telecommunications Engineer","",4,4,2,3.33333333333333,2,"That amount was enough to benefit everyone without costing the lose people all that much.",0,3,2,"",1.81,0,1.59,0,1
"56",452,0,61,0,TRUE,1,2,3,5,"ENGLISH","USA","61","USA",6,5,5,"PARALEGAL","",2,2,2,2,1,"THE HYPOTHESIS WAS PTROBABLY SOMEBODY HAVING COMPASSION WOULD BE LESS LIKELY TO TAKE AWAY FROM THE LOSE MEMBER",1,1,2,"",0.81,0,0.59,0,1
"57",459,0,27,0,TRUE,1,2,2,1,"English","United States","27","United States",2,5,4,"Self Employed","",7,7,2,5.33333333333333,1,"I feel as though the hypothesis might be that someone in charge of money may look to remove money from the weak to give to the stronger, sure-fire members of a group.",0,5,2,"",-3.19,0,-3.41,0,1
"58",471,0,24,0,TRUE,0,1,7,7,"English","USA","24","USA",5,2,7,"Dental Lab Technician","",6,7,5,6,1,"That the LOSE group would feel under duress thus the other group would want to not take away their money",0,4,2,"",2.81,0,2.59,0,1
"59",472,0,35,0,TRUE,1,1,1,5,"english","USA","35","USA",5,3,2,"Sales Manager","",5,5,5,5,6,"You want to see if having sympathy will cause people to take less money from the LOSE member.",1,1,2,"",0.81,0,0.59,0,1
"60",475,0,30,0,TRUE,0,2,2,2,"English","United States","30","United States",3,2,2,"Self-employed","",6,6,6,6,1,"How does a person respond when he is charged with the power to take something important away from one member of the group he is currently in?",0,4,2,"",-2.19,0,-2.41,0,1
"61",476,0,52,0,TRUE,1,1,2,6,"english","usa","52","usa",5,3,2,"insurance agent","",7,7,7,7,1,"no",0,1,2,"",1.81,0,1.59,0,1
"62",483,0,30,0,TRUE,1,5,5,5,"English","Usa","30","Usa",6,4,4,"Health educator","",4,3,2,3,6,"Not really. See how i make a decision to either benefit the group or the individual.",0,1,2,"",0.81,0,0.59,0,1
"63",488,0,33,0,TRUE,1,1,6,3,"American English","The United States of America","33","The United States of America",2,3,3,"Automotive mechanic","",1,2,1,1.33333333333333,1,"No.",0,1,1,"",-1.19,0,-1.41,0,1
"64",495,0,26,0,TRUE,0,1,4,3,"English","USA","26","USA",5,1,1,"Accounting","",1,1,1,1,6,"I don't have nay impressions formed",0,1,2,"",-1.19,0,-1.41,0,1
"65",498,0,30,0,TRUE,0,2,3,4,"English","United States","30","United States",3,5,5,"Cable installer","",5,5,5,5,3,"To compensate the loss",0,2,2,"",-0.19,0,-0.41,0,1
"66",502,0,43,0,TRUE,1,1,3,7,"English","US","43","US",5,4,3,"Database Developer","",6,6,6,6,6,"To maximize benefits to the most while minimizing benefits to the least, or vice versa.",0,4,1,"",2.81,0,2.59,0,1
"67",506,0,29,0,TRUE,1,1,6,4,"English","united states","29","29",2,2,4,"Lead programmer","",5,6,5,5.33333333333333,6,"To see how we deal with other people we dont know and feel bad about it",0,3,2,"",-0.19,0,-0.41,0,1
"68",510,0,29,0,TRUE,0,1,4,5,"English","USA","29","USA",6,2,2,"analyst","",2,3,3,2.66666666666667,4,"no",0,1,2,"",0.81,0,0.59,0,1
"69",511,0,35,0,TRUE,1,1,1,3,"English","USA","35","USA",3,5,5,"IT Manager","",6,6,3,5,3,"I am not sure",0,1,2,"",-1.19,0,-1.41,0,1
"70",518,0,27,0,TRUE,1,3,5,6,"English","United States","27","United States",5,5,5,"Marketer/Marketing Associate","",1,1,1,1,1,"No. It's an odd set-up, but I don't know what it is trying to test.",0,1,3,"I've done other money/prize distribution tasks but not with this set of rules.",1.81,0,1.59,0,1
"71",520,0,52,0,TRUE,1,1,6,3,"english","USA","52","USA",3,1,2,"Machine Operator","",5,5,3,4.33333333333333,1,"Not really.  I assume that you're testing whether a person would penalize one player to increase the chances for three others but I'm not sure how that would apply to your hypothesis.",0,1,2,"",-1.19,0,-1.41,0,1
"72",229,1,42,0,TRUE,1,4,5,7,"ENGLISH","US","42","US",3,6,6,"SOFTWARE DEVELOPER","THE LOSE MEMBER WILL HAVE LESS THAN THE KEEP MEMBERS.  THE LOSE MEMBER HAS THE SAME OPPORTUNITY TO WIN A PRIZE THOUGH.  THE LOSE MEMBERS PROBABLY FEELS ""LESS THAN"" THE OTHER PLAYERS.",6,6,2,4.66666666666667,6,"That since the ""lose"" member would be losing that I would not want to take away any money from them.  I felt the opposite, knowing that they would be losing.",0,4,2,"",2.81,2.81,2.59,2.59,1
"73",233,1,28,0,TRUE,0,5,6,3,"English","United States","28","United States",3,1,2,"Medical biller","Sorry that this happened, but we got to move on.
You did you're best, but we'll be able to move forward
We're a team and we will miss you.",6,6,4,5.33333333333333,2,"Not really, other than the LOSE member going.",0,3,2,"",-1.19,-1.19,-1.41,-1.41,1
"74",235,1,36,0,TRUE,0,2,5,5,"english","usa","35","usa",4,7,5,"internet consultant","It would be a shame to lose a member of the group. Part of a team effort is to a build a team. The more members of a team the stronger team",6,5,4,5,3,"No i have no idea. I assume you are measuring a persons compassion based on potential monetary gains",0,4,2,"",0.81,0.81,0.59,0.59,1
"75",236,1,24,0,TRUE,1,5,4,5,"english","USA","24","California ,LA",4,5,5,"supervisor","members will potentially win experiment dollars to be converted into chances of winning a $50 prize.   
",5,7,5,5.66666666666667,4,"no",0,4,2,"",0.81,0.81,0.59,0.59,1
"76",240,1,23,0,TRUE,1,1,4,2,"English","USA","23","23",5,5,5,"none","none",1,1,1,1,1,"no",0,2,2,"",-2.19,-2.19,-2.41,-2.41,1
"77",242,1,48,0,TRUE,1,3,4,4,"English","USA","48","USA",3,2,2,"construction management","They are loose . They are relaxed because they don't make the decisions",5,6,5,5.33333333333333,3,"How greedy the decision maker would be",0,4,2,"",-0.19,-0.19,-0.41,-0.41,1
"78",244,1,27,0,TRUE,0,5,6,3,"english","USA","27","USA",4,4,4,"teacher","I think the lose member is a bit of an gambler or risk taker in a way. I think there is an elemt of adrinlin that comes through when your a person like that. There is greatreward for great risk.",5,6,5,5.33333333333333,5,"no",0,4,2,"",-1.19,-1.19,-1.41,-1.41,1
"79",251,1,21,0,FALSE,0,1,1,3,"SPANISH","MEXICO","10","USA",1,1,1,"Unemployed","What a wank",5,6,6,5.66666666666667,6,"Not exactly.",0,5,2,"",-1.19,-1.19,-1.41,-1.41,1
"80",256,1,25,0,TRUE,1,4,4,5,"English","United States of America","25","United States of America",5,5,5,"Teacher","The lose member is upset. The lose member felt like they lost something. The lose member is worse off.",7,7,7,7,1,"If we take money away from the lose member, then how will they feel.",0,3,2,"",0.81,0.81,0.59,0.59,1
"81",261,1,61,0,TRUE,1,2,4,6,"English","USA","61","USA",6,1,1,"Manager","The well being of the LOSE member is totally dependent on me.  I want to be fair to the Loose member.   It makes sense to take dollars from the LOSE member because the KEEP members get double those dollars.",6,2,5,4.33333333333333,6,"No",0,1,1,"",1.81,1.81,1.59,1.59,1
"82",266,1,27,0,TRUE,1,1,3,4,"English","United States","27","United States",5,3,2,"Unemployed","The Lose member is probably feeling less enthusiastic as they may be losing money. The well-being would be feeling more content and happy about the situation. Overall the well-being wouldn't really care what happens to the other group while the lose membe would probably be more determined to change that.",7,7,7,7,3,"Your hypothesis may be whether if the controller is capable of being sympathetic for the lose member but fair.",0,1,2,"",-0.19,-0.19,-0.41,-0.41,1
"83",272,1,33,0,TRUE,1,6,5,5,"english","usa","33","usa",5,4,2,"Project manager","the lose member will be not doing well.  They will be given the short end of the stick.  They have no chance are truely winning.",4,4,2,3.33333333333333,6,"See how sympathetic i am in a hypothetical question.",0,2,2,"",0.81,0.81,0.59,0.59,1
"84",275,1,36,0,TRUE,1,4,5,3,"English","United States","36","United States",4,4,3,"Technician","I would imagine that the member would feel sadness.  I also think they would be depressed.  In addition they might feel unwanted.  I cant imagine that they would be in a good frame of mind.",3,2,2,2.33333333333333,6,"Not at all.",0,2,2,"",-1.19,-1.19,-1.41,-1.41,1
"85",302,1,24,0,TRUE,1,5,7,2,"English","United States","25","United States",4,4,5,"IT Support","I believe the lose member of the group will feel like they are the ""odd man out"". They have the least to gain and most to lose from being in the group, so they may feel like they are going to be taken advantage of. I think they would feel helpless and ganed up against by the other members present.",7,6,6,6.33333333333333,6,"I believe your hypothesis might be despite what we feel morally - will we follow through and make the right decision or decide to be greedy.",0,1,2,"",-2.19,-2.19,-2.41,-2.41,1
"86",310,1,43,0,FALSE,0,1,4,7,"Spanish","Venezuela","20","USA",3,6,4,"Compliance Officer","I do not think it is fair to have a lose member on the group
Why was I chosen as the lose member
What are the chances of me winning with less dollars",5,4,4,4.33333333333333,2,"I consider the lose member as a control subject, will this person know he is the lose member? and how will this affect its motivation to be part of this experiment.  My hypotheses is that if the person does not know he/she will be more motivated to particpate, whereas if the person is notified it will not participate with the same enthusiasm",0,4,2,"",2.81,2.81,2.59,2.59,1
"87",320,1,25,0,TRUE,0,2,4,1,"English","United States","25","United States",3,5,NA,"","The lose member is sad. The lose member is disappointed. The lose member is understanding.",4,6,1,3.66666666666667,2,"No.",0,1,2,"",-3.19,-3.19,-3.41,-3.41,1
"88",339,1,37,0,TRUE,1,1,1,3,"english","usa","37","usa",4,1,2,"machine adjuster","they will feel anger
they may feel sad
they may feel pissed off",1,1,2,1.33333333333333,6,"be the winner",0,5,2,"",-1.19,-1.19,-1.41,-1.41,1
"89",350,1,61,0,TRUE,1,6,2,6,"English","United States","61","United States",3,2,2,"Retired","Will have feelings of despair.
Will have some feelings of anger.
Will have feelings of disappointment.",7,7,7,7,1,"The feeling of compassion",0,5,2,"",1.81,1.81,1.59,1.59,1
"90",353,1,27,0,TRUE,0,6,2,3,"English","USA","27","USA",5,5,3,"Manager","Lose member is feeling helpless, at least benefit and disappointed",7,7,6,6.66666666666667,1,"No",0,4,2,"",-1.19,-1.19,-1.41,-1.41,1
"91",360,1,24,0,TRUE,1,1,1,5,"english","USA","24","USA",5,7,7,"Tech support","I would feel disappointed. The word ""lose"" is reminiscent of losing a game of cards.",5,6,4,5,3,"Thinking of what a being a lose member might make a person feel more compassionate",0,1,2,"",0.81,0.81,0.59,0.59,1
"92",373,1,29,0,TRUE,1,5,2,5,"English","United States","29","United states",4,3,2,"IT/Support","I think he will ok with it because its only a game and he has an equal chance to win as anyone else.",5,5,5,5,6,"No",0,1,2,"",0.81,0.81,0.59,0.59,1
"93",376,1,28,0,TRUE,1,1,1,1,"English","USA","28","USA",6,2,2,"Teacher","I think the LOSE member would be upset at the taking of his money. They will feel like they are not a true member of the group and resent the rest of the group. I know that if I was the LOSE member of the group, then I would be very mad at the entire procss and think that it was not fair at all.",4,5,3,4,5,"Your hypotheses may be that I value the LOSE member, but at the end of the day I'm still logical enough to make the most practical decision.",0,4,2,"",-3.19,-3.19,-3.41,-3.41,1
"94",380,1,34,0,TRUE,0,3,3,4,"English","United States","34","United States",5,5,5,"Freelancer","If I were in the LOSE group, I'd still be a little confused by the slightly complicated wording of the rules. I'd be a bit disappointed to miss out on any chances at a jackpot. However, in the big picture, this is only a ""game,"" so I wouldn't be too disapointed. Overall, I'd be happy to participate (and be compensated).",5,5,5,5,3,"I don't quite understand what hypothesis I am trying to formulate, other than trying to figure out the game and be a ""fair"" as possible in this game.",0,2,2,"",-0.19,-0.19,-0.41,-0.41,1
"95",390,1,39,0,TRUE,1,3,5,3,"English","United States","39","United States",2,2,2,"N/A","Feelings of being not in control.
Feelings of being cheated if someone was to take dollars away.
Feelings of being on the bottom of the ladder so to speak.",5,5,4,4.66666666666667,1,"I just don't feel it would be right to take away anything from somebody unless they made mistakes or proved themselves unworthy.",0,4,2,"",-1.19,-1.19,-1.41,-1.41,1
"96",393,1,34,0,TRUE,1,1,1,9,"english","usa","34","usa",3,2,2,"unemployed, seeking full time","they might feel confusion or anxiety over the decision making process.  They would always be thinking.  They would be always counting and adding, trying to make a determination.",7,6,3,5.33333333333333,4,"not really, just feel you trying to see how people think and interact in a group with others which they do not know.",0,3,2,"",4.81,4.81,4.59,4.59,1
"97",397,1,29,0,TRUE,1,6,6,4,"English","USA","28","USA",6,5,5,"Academic Advisor","The lose member is unsure of being the lose member, unless of course they were notified. If they were notified, they are probably feeling pretty down because the title is LOSE and they are sure they are going to lose. They are likely down, maybe slightly epressed, and feeling hopeless.",6,6,4,5.33333333333333,1,"Yes, your hypothesis was that since I was ordered to think about the LOSE member only, that I would be more sympathetic and thus I would take fewer dollars away. Others were presented with instructions to think about the KEEP members, thus you would thinkthey would take more money away. Of course, we know that this experiment isn't actually happening.",1,2,2,"",-0.19,-0.19,-0.41,-0.41,1
"98",403,1,35,0,TRUE,0,6,4,4,"english","usa","35","usa",2,4,3,"unemployed / turk worker","They probably feel cheated. They may feel left out or discouraged. They may try again or may not depending on how they take loss",5,5,2,4,1,"no",0,3,1,"",-0.19,-0.19,-0.41,-0.41,1
"99",406,1,35,0,TRUE,1,2,2,7,"English","USA","35","USA",5,6,2,"Claim Manager","The LOSE member is more self conscience than the KEEP members. The LOSE member wants to look favorable in the eyes of the DECIDER and KEEP members. The LOSE member has low self esteem and by taking all the money from the LOSE member it may increase the LOE members risk of self injury.",3,5,2,3.33333333333333,4,"We are less likely to take away more dollars from the LOSE member if we sympathize or relate to the attributes we perceive this person to have.",1,4,2,"",2.81,2.81,2.59,2.59,1
"100",417,1,48,0,TRUE,1,6,6,6,"English","USA","45","USA",5,2,2,"Systems Engineer","The lose member may have lost the initial money but has hopes of winning the raffle.
The lose member is distraught of being the loser.
the lose member is anxious to find out the results of the raffle.",6,6,6,6,4,"No",0,1,2,"",1.81,1.81,1.59,1.59,1
"101",425,1,23,0,TRUE,1,1,4,2,"English","USA","23","23",5,5,5,"","",4,5,4,4.33333333333333,2,"no",0,1,2,"",-2.19,-2.19,-2.41,-2.41,1
"102",428,1,26,0,TRUE,1,1,5,4,"English","USA","26","USA",5,4,3,"Jr Accountant","This person will not feel positive about the role they have been assigned. They might feel resentful toward the other group members. They can, at best, have equal chances to win, compared to the other group members, and are probably hoping for that very otcome.",4,4,2,3.33333333333333,1,"I am not totally sure.",0,1,2,"",-0.19,-0.19,-0.41,-0.41,1
"103",429,1,33,0,TRUE,1,1,1,6,"English","USA","33","USA",5,3,2,"Process Engineer","The LOSE member of the team is in a bad situation.  They are very dependent on the other members, especially the DECIDER.  The lose member would be very anxious until the conclusion of the experiment.",6,6,7,6.33333333333333,5,"No.",0,1,2,"",1.81,1.81,1.59,1.59,1
"104",431,1,30,0,TRUE,1,5,6,4,"english","united states","30","united states",3,3,3,"assistant","They need to get better. We could use their help eventually. But they need to get better",5,6,4,5,1,"I am not sure",0,3,2,"",-0.19,-0.19,-0.41,-0.41,1
"105",436,1,25,0,TRUE,1,1,4,5,"English","USA","25","USA",2,1,3,"Construction","Because the LOSE member will have a potential chance to lose, they must feel a little down about being in that position. They however will have the money transferred possibly into experiment dollars. This can be a good thing depending on the decisions mad.",5,5,3,4.33333333333333,1,"If you take money from a certain group, then it will be placed into the experiment drawing.",0,3,2,"",0.81,0.81,0.59,0.59,1
"106",437,1,32,0,TRUE,1,1,2,6,"english","USA","32","USA",5,5,5,"marketing director","The LOSE member will fell bad if money is taken away from them. They want to feel like part of the group and contribute to not lose there money. They may feel hopeless because they can not control money being taken from them.",5,5,4,4.66666666666667,1,"That people may feel bad about taking something away from someone in a position that they can do nothing about it.",0,4,2,"",1.81,1.81,1.59,1.59,1
