"","Subject_ID","Treatment","Age","Gender_Coded","Born_US","Ethnicity_Coded","Religiousity","Political_Aff","Income","Nat_Lang","Country_Born","Yrs_Country_Born","Current_Country","Education","P1_Educ","p2_Educ","Job","Empathy_Sentences","E_Compassion","E_Sympathy","E_Movedness","Empathy","Decision_DV","Suspicion","Suspicion_code","Incluenced_by_suspicion","Study2_done_before","Study2_done_before_text","Combined_Income_Centered","Combined_Condition_IncomeCentered","Sample_Income_Centered","Sample_Condition_IncomeCentered","filter_$_study2_geolocation"
"11",33,0,62,0,TRUE,1,4,5,6,"ENGLISH","USA","62","USA",5,5,5,"Court ADministrator","",3,3,4,3.33333333333333,3,"that the hope is not to take anything away rom the losers",0,2,NA,"",1.81,0,2.09,0,1
"12",35,0,22,0,FALSE,0,5,6,3,"english","india","22","US",5,5,5,"Sales Management","",6,5,7,6,2,"A hypothesis (plural hypotheses) is a proposed explanation for a phenomenon. For a hypothesis to be a scientific hypothesis, the scientific method requires that one can test it. Scientists generally base scientific hypotheses on previous observations thatcannot satisfactorily be explained with the available scientific theories. Even though the words ""hypothesis"" and ""theory"" are often used synonymously, a scientific hypothesis is not the same as a scientific theory. A working hypothesis is a provisionallyaccepted hypothesis proposed for further research.",0,4,NA,"",-1.19,0,-0.91,0,1
"13",41,0,35,0,TRUE,1,1,1,5,"English","USA","35","USA",5,5,5,"Systems Engineer","",1,1,1,1,1,"no",0,1,NA,"",0.81,0,1.09,0,1
"14",43,0,34,0,TRUE,1,7,5,6,"English","USA","34","USA",2,2,2,"Unemployed","",1,1,1,1,3,"Nope, not really.",0,3,NA,"",1.81,0,2.09,0,1
"15",45,0,28,0,FALSE,0,5,4,1,"english","united states","29","united states",3,2,5,"student","",5,4,7,5.33333333333333,2,"Not at the moment",0,1,NA,"",-3.19,0,-2.91,0,1
"16",47,0,22,0,TRUE,1,2,2,1,"English","United States","22","United States",5,2,4,"Student","",5,5,3,4.33333333333333,1,"Contrast of people's compassion for others in the abstract and in the actual.",0,3,NA,"",-3.19,0,-2.91,0,1
"17",60,0,41,0,TRUE,1,2,2,7,"English","USA","41","USA",5,5,5,"it","",5,3,2,3.33333333333333,6,"Not really",0,3,NA,"",2.81,0,3.09,0,1
"18",61,0,38,0,TRUE,1,1,1,5,"English","USA","38","USA",6,3,3,"Professor","",6,5,6,5.66666666666667,3,"No",0,3,NA,"",0.81,0,1.09,0,1
"19",62,0,24,0,TRUE,1,1,3,5,"English","United States","24","United States",4,5,2,"IT Desktop Support","",5,5,1,3.66666666666667,6,"That we wouldn't take any points away from the lose member",0,2,NA,"",0.81,0,1.09,0,1
"20",67,0,50,0,TRUE,1,1,3,1,"English","United States","48","United States",3,5,2,"Internet","",5,5,2,4,3,"No.  I just wanted to give most of the group a better chance of winning.  The LOSE person still has a shot at winning too.",0,1,NA,"",-3.19,0,-2.91,0,1
"21",71,0,39,0,TRUE,1,1,5,2,"English","United States","39","United States",1,2,5,"Janitor","",5,5,3,4.33333333333333,1,"I think it was to see if the decider would value fairness or value taking something from someone to give more to another more.",0,1,NA,"",-2.19,0,-1.91,0,1
"22",76,0,NA,0,TRUE,0,1,4,3,"english","USA","22","USA",3,3,2,"Operations Agent","",4,4,4,4,1,"that I would give away the most",0,1,NA,"",-1.19,0,-0.91,0,1
"23",83,0,53,0,TRUE,1,1,3,5,"English","USA","53","USA",7,5,7,"professor","",7,7,7,7,1,"How would participants/deciders react to such unfairness.",0,1,NA,"",0.81,0,1.09,0,1
"24",85,0,26,0,TRUE,1,5,3,2,"English","USA","26","USA",4,1,3,"Media Production","",6,7,5,6,1,"Your hypothesis could be that people would not be as willing to take away from someone they feel sympathy towards.",1,1,NA,"",-2.19,0,-1.91,0,1
"25",91,0,44,0,TRUE,1,3,4,6,"English","USA","44","USA",4,2,2,"VP Operations","",5,5,4,4.66666666666667,2,"Not sure what it will be",0,4,NA,"",1.81,0,2.09,0,1
"26",94,0,31,0,TRUE,1,2,6,7,"English","USA","31","USA",5,2,3,"IT Analyst","",6,6,4,5.33333333333333,6,"To see how people would react in this situation.",0,3,NA,"",2.81,0,3.09,0,1
"27",96,0,23,0,TRUE,1,4,4,1,"English","America","23","America",3,5,4,"Retail Sales","",4,4,4,4,1,"I thought it would be best to make a decision that seems right to me whether or not its the wrong decision.",0,3,NA,"",-3.19,0,-2.91,0,1
"28",104,0,43,0,TRUE,1,1,3,2,"English","USA","43","USA",2,4,5,"Retired","",6,6,2,4.66666666666667,6,"I see it being similar to questions like - ""You are on a runaway train and about to hit 5 people, you could pull a lever change tracks and only hit one person - do you pull the lever?""

Of course this study is only playing with ""chances"" not (fake) people ;lives.",0,1,NA,"",-2.19,0,-1.91,0,1
"29",105,0,29,0,TRUE,1,1,3,4,"English","USA","29","USA",3,3,1,"Quality Control Supervisor","",3,4,1,2.66666666666667,6,"How willing people are to benefit multiple people when it harms a single person.",0,1,NA,"",-0.19,0,0.0899999999999999,0,1
"30",108,0,24,0,TRUE,0,1,3,8,"English","USA","24","USA",5,5,2,"Dental Lab Technician","",6,6,5,5.66666666666667,1,"How it would feel if given the choice to ruin other's chances at something that everyone should equally have a shot at",0,5,NA,"",3.81,0,4.09,0,1
"31",110,0,24,0,TRUE,0,4,3,4,"English","USA","19","USA",5,6,6,"Software engineer","",5,6,5,5.33333333333333,2,"I did want to deduct too much from the lost member and hence deducted a decent amount",0,4,NA,"",-0.19,0,0.0899999999999999,0,1
"32",116,0,28,0,TRUE,0,5,4,3,"english","usa","28","usa",4,2,2,"computer support specialist","",7,7,7,7,1,"Not that I can think of so far.",0,1,NA,"",-1.19,0,-0.91,0,1
"33",118,0,24,0,TRUE,1,3,6,4,"English","USA","24","USA",5,5,5,"Sales/Marketing","",3,2,2,2.33333333333333,6,"That people who didn't feel much sympathy would take away more.",1,2,NA,"",-0.19,0,0.0899999999999999,0,1
"34",120,0,27,0,TRUE,1,4,6,4,"english","USA","27","USA",5,2,2,"pest control","",7,7,7,7,6,"See the greed of people",0,5,NA,"",-0.19,0,0.0899999999999999,0,1
"35",122,0,49,0,TRUE,1,5,6,6,"English","USA","49","USA",5,5,3,"IT Manager","",6,5,4,5,1,"Not sure",0,1,NA,"",1.81,0,2.09,0,1
"36",125,0,70,0,TRUE,1,1,2,2,"english","USA","70","USA",3,1,1,"retired","",5,5,5,5,1,"Yes, since I belive in fairness I knew that I would not remove any money from the lose.",0,5,NA,"",-2.19,0,-1.91,0,1
"37",130,0,24,0,TRUE,1,7,6,3,"English","USA","24","USA",3,4,3,"Laboratory Technician","",6,6,5,5.66666666666667,1,"How emotional cognition plays a role in situations of possible monetary gain?",0,2,NA,"",-1.19,0,-0.91,0,1
"38",134,0,61,0,TRUE,1,1,5,2,"English","USA","61","USA",5,5,3,"bartender","",6,6,6,6,6,"That people would act for the greater good of the many.",0,1,NA,"",-2.19,0,-1.91,0,1
"39",139,0,35,0,TRUE,0,7,3,5,"English","United States","35","United States",5,4,5,"Marketing Manager","",6,6,5,5.66666666666667,3,"I would guess you wanted to see if I would show mercy on the LOSE member, not sure though.",0,2,NA,"",0.81,0,1.09,0,1
"40",140,0,38,0,TRUE,1,7,6,7,"English","USA","38","USA",5,3,6,"IT Support","",4,5,3,4,6,"I have no idea what the purpose of this study is.",0,3,NA,"",2.81,0,3.09,0,1
"41",141,0,53,0,TRUE,0,2,4,1,"English","USA","53","USA",3,1,1,"Unemployed","",1,1,1,1,6,"About compassion and greed, perhaps.",0,1,NA,"",-3.19,0,-2.91,0,1
"42",147,0,26,0,TRUE,1,5,5,7,"English","USA","26","USA",6,7,5,"Scientist","",6,6,6,6,6,"You are trying to assess whether manipulating one's emotional state will alter their decision to take money.",0,3,NA,"",2.81,0,3.09,0,1
"43",148,0,23,0,TRUE,0,1,3,4,"english","united states of america","23","united states of america",3,6,3,"student","",5,5,2,4,6,"If people might be unfair to someone for the greater good",0,2,NA,"",-0.19,0,0.0899999999999999,0,1
"44",153,0,24,0,TRUE,1,5,6,5,"English","US","24","24",5,5,5,"supervisor","",6,6,6,6,1,"no",0,4,NA,"",0.81,0,1.09,0,1
"45",159,0,21,0,TRUE,1,1,5,3,"English","United States","21","21",3,7,5,"Student","",5,4,4,4.33333333333333,1,"No.",0,1,NA,"",-1.19,0,-0.91,0,1
"46",160,0,34,0,TRUE,1,4,4,4,"English","United States","34","United States",5,6,3,"Assistant Administrator","",6,6,1,4.33333333333333,6,"No.",0,1,NA,"",-0.19,0,0.0899999999999999,0,1
"47",162,0,23,0,TRUE,0,4,5,3,"English","USA","23","USA",3,5,6,"Manager","",6,5,3,4.66666666666667,2,"Possibly seeing how much peoples choices reflected their emotions.",0,3,NA,"",-1.19,0,-0.91,0,1
"48",170,0,29,0,TRUE,0,2,3,4,"English","USA","29","USA",5,5,3,"Accountant","",5,5,4,4.66666666666667,3,"No",0,3,NA,"",-0.19,0,0.0899999999999999,0,1
"49",172,0,51,0,TRUE,1,1,2,6,"english","usa","51","usa",5,2,2,"insurance agent","",7,7,7,7,1,"to see if people act in a fair/unfair way",0,5,NA,"",1.81,0,2.09,0,1
"50",173,0,34,0,TRUE,0,2,2,6,"English","USA","34","USA",6,3,2,"Attorney","",6,6,6,6,6,"If my opinion of lose person impact decision on what to take away.",0,2,NA,"",1.81,0,2.09,0,1
"51",175,0,25,0,TRUE,1,1,1,1,"english","United states","25","United States",2,2,1,"Mturk","",3,3,3,3,6,"nope",0,1,NA,"",-3.19,0,-2.91,0,1
"52",177,0,36,0,TRUE,1,1,5,2,"English","United States of America","36","United States of America",2,3,3,"Warehouse Worker","",7,7,7,7,1,"To see if I would be more forgiving or callous and logical. I mean, after all, it's better that 4 of us have 15 points each than 5 of us each having 5, right?",0,1,NA,"",-2.19,0,-1.91,0,1
"53",178,0,24,0,TRUE,1,5,6,5,"english","USA","24","USA",5,4,4,"Manager","",4,3,5,4,3,"How greedy you are?",0,4,NA,"",0.81,0,1.09,0,1
"54",182,0,26,0,TRUE,1,7,6,1,"English","USA","26","USA",3,2,3,"Web Marketing","",5,4,1,3.33333333333333,6,"They would probably take from me, but I don't really care. I just want the extra money",0,5,NA,"",-3.19,0,-2.91,0,1
"55",183,0,25,0,TRUE,1,1,2,2,"English","United States","25","United States",3,2,2,"Sales Rep","",5,6,4,5,1,"If the questions would make me feel sorry for the lose member and not taking money away from him.",1,3,NA,"",-2.19,0,-1.91,0,1
"56",189,0,43,0,TRUE,1,2,1,7,"English","U.S.","43","U.S.",5,5,5,"Distributor","",4,4,4,4,1,"no idea, but it could involve political sensibilities compared to decisions to punish ""lose"" members of the team",0,1,NA,"",2.81,0,3.09,0,1
"57",192,0,40,0,TRUE,1,7,6,2,"English","United States","40","United States",5,3,2,"security","",6,6,6,6,1,"no",0,1,NA,"",-2.19,0,-1.91,0,1
"58",204,0,36,0,TRUE,1,1,3,1,"english","USA","36","USA",5,3,5,"retail worker","",2,2,2,2,1,"no",0,1,NA,"",-3.19,0,-2.91,0,1
"59",213,0,26,0,TRUE,0,4,2,6,"English","United States of America","26","United States of America",5,4,4,"Office Assistant","",7,5,5,5.66666666666667,2,"You are researching how people act in a situation that requires hurting another person's chances of being successful.",0,1,NA,"",1.81,0,2.09,0,1
"60",214,0,32,0,TRUE,1,1,7,2,"En","US","32","US",5,2,2,"logistics","",1,1,1,1,6,"redistribution",0,1,NA,"",-2.19,0,-1.91,0,1
"61",217,0,25,0,FALSE,1,2,5,3,"english","united states","25","united states",2,2,2,"data entry clerk","",4,7,3,4.66666666666667,6,"none",0,1,NA,"",-1.19,0,-0.91,0,1
"62",219,0,23,0,TRUE,1,1,1,5,"English","USA","23","USA",4,2,2,"Sales Associate","",4,4,3,3.66666666666667,1,"I figured you'd want to see if other people were willing to sacrifice one person in order to benefit themselves and others.",0,2,NA,"",0.81,0,1.09,0,1
"63",220,0,25,0,TRUE,0,5,3,5,"English","USA","25","USA",5,3,2,"Mturk worker","",6,6,1,4.33333333333333,1,"To see how power can affect decision making and fairness",0,1,NA,"",0.81,0,1.09,0,1
"64",225,0,28,0,TRUE,1,2,5,6,"english","USA","28","USA",7,2,2,"Legal writer","",3,3,3,3,6,"I'm not sure actually. No idea what the hypothesis is right now",0,1,NA,"",1.81,0,2.09,0,1
"65",226,0,41,0,FALSE,0,3,2,8,"english","united states","41","united states",6,2,1,"social worker","",6,6,5,5.66666666666667,1,"I think your hypotheses would show that the compassion that people had for the lose member would result in taking nothing away from that said member.",1,5,NA,"",3.81,0,4.09,0,1
"66",1,1,27,0,TRUE,1,5,4,7,"english","usa","27","usa",5,7,6,"engineer","The LOSE member of the group would not feel good. The member would feel like they were not good enough to make it with the other group members. This member will probably be sad.",6,6,6,6,6,"Take all $ away from lose member",0,4,NA,"",2.81,2.81,3.09,3.09,1
"67",4,1,33,0,FALSE,1,1,1,1,"","","","",1,1,1,"","",1,NA,NA,NA,1,"",0,1,NA,"",-3.19,-3.19,-2.91,-2.91,1
"68",5,1,26,0,TRUE,1,4,1,1,"English","US","26","US",5,5,6,"consultant","They are unfortunate. They will probably be taken advantage of. If this happens they will feel angry and upset.",7,7,4,6,1,"no",0,1,NA,"",-3.19,-3.19,-2.91,-2.91,1
"69",8,1,22,0,TRUE,0,6,6,3,"english","alabama","20","alabama",5,5,5,"bpo","at this time so bad feeling and crazy",6,6,7,6.33333333333333,3,"ya",0,4,NA,"",-1.19,-1.19,-0.91,-0.91,1
"70",10,1,43,0,TRUE,1,1,2,3,"English","USA","43","USA",5,2,2,"Food service associate","It is probably unfortunate that they were chosen to be the lose member, and they probably feel very unlucky. They probably are disappointed in the choice, but not angry. They probably wish they had been selected to be another member.",6,6,2,4.66666666666667,2,"not really",0,1,NA,"",-1.19,-1.19,-0.91,-0.91,1
"71",12,1,45,0,TRUE,1,5,6,6,"ENGLISH","UNITED STATES","45","US",3,5,1,"DIRECTOR OF OPERATIONS","the lose member will feel leftout.
the lose member will feel inferior.
the lose member will feel an bad complex",5,4,4,4.33333333333333,3,"no",0,2,NA,"",1.81,1.81,2.09,2.09,1
"72",18,1,55,0,TRUE,1,1,6,2,"English","USA","55","USA",3,2,2,"Store owner","I am responsible for me only. If my actions help others good. If others actions help me even better.",5,5,2,4,1,"no",0,1,NA,"",-2.19,-2.19,-1.91,-1.91,1
"73",23,1,25,0,FALSE,0,5,5,2,"Ennglish","1990","25","U.S",5,5,5,"Business","my expression about the lose member of the group was neutral",5,6,6,5.66666666666667,2,"your hypotheses were fine",0,3,NA,"",-2.19,-2.19,-1.91,-1.91,1
"74",24,1,40,0,TRUE,1,1,2,7,"English","United States","40","United States",5,5,4,"Clinical Laboratory Scientist","The lose members will feel less self worth.  They will probably start to get mad if you keep taking away their money. They will feel that the system is rigged if we keep taking away their money.",6,6,6,6,4,"No",0,1,NA,"",2.81,2.81,3.09,3.09,1
"75",27,1,31,0,TRUE,1,4,2,5,"English","USA","31","USA",6,2,3,"Project Manager","I would not want to unfairly hurt the LOSE member of the team.  They are at the mercy of my decision, and I would not feel it is appropriate to punish them when they havent done anything wrong.  I would be upset if I were deducted points for no reason, soI hope to treat them in a manner that I would like to be treated.",5,5,3,4.33333333333333,1,"People's value of empathy for an individual vs. maximizing common benefit",1,1,NA,"",0.81,0.81,1.09,1.09,1
"76",28,1,31,0,TRUE,1,2,3,4,"English","United States","31","United States",5,4,2,"Machine Operator","The lose member of the group will likely feel disappointment. They would be at the mercy of the decider as to how much money they would keep or lose. They might feel inferior, and that they did not complete the task effectively enough.",5,5,4,4.66666666666667,2,"How compassionate people tend to be towards others.",0,3,NA,"",-0.19,-0.19,0.0899999999999999,0.0899999999999999,1
"77",36,1,27,0,FALSE,0,5,6,3,"English","India","25","US",5,5,4,"SALES MANAGEMENT","In 1996, the group appeared on the Red Hot Organization's compilation CD, America is Dying Slowly, alongside Wu-Tang Clan, Coolio, and Fat Joe, among others. The CD, meant to raise awareness of the AIDS epidemic among African American men, was heralded as""a masterpiece"" by The Source magazine.",5,4,5,4.66666666666667,3,"A hypothesis (plural hypotheses) is a proposed explanation for a phenomenon. For a hypothesis to be a scientific hypothesis, the scientific method requires that one can test it. Scientists generally base scientific hypotheses on previous observations thatcannot satisfactorily be explained with the available scientific theories. Even though the words ""hypothesis"" and ""theory"" are often used synonymously, a scientific hypothesis is not the same as a scientific theory. A working hypothesis is a provisionallyaccepted hypothesis proposed for further research.[1]",0,3,NA,"",-1.19,-1.19,-0.91,-0.91,1
"78",37,1,46,0,TRUE,1,6,5,6,"English","USA","46","USA",7,5,3,"Project manager","The lose member will feel bad if money is taken away.

The lose member may feel sad if he/she knows money was taken away.

The lose membre may feel happy if he/she knows they received the same as otehrs even though money could have been taken away.",3,5,3,3.66666666666667,2,"I surmise that teh hypothesis would be that people woudl take a small amount but not too much awy from the lose person",0,3,NA,"",1.81,1.81,2.09,2.09,1
"79",38,1,25,0,TRUE,1,6,3,2,"English","USA","25","USA",2,2,4,"Cook","The LOSE member would feel cheated. The LOSE member would feel like they had been left out. The Lose member would want to wish they had been designated the decider of the group instead.",6,6,6,6,1,"No, not really, as of yet. Just perhaps how much sympathy one has for another.",0,3,NA,"",-2.19,-2.19,-1.91,-1.91,1
"80",42,1,33,0,TRUE,1,6,4,6,"English","Usa","33","Usa",5,6,6,"Instructional Designer","He is a valued member of the group.  He trust us to do right by him.  He hopes that trust has merit.",5,5,4,4.66666666666667,3,"How sympathetic a person is towards someone without a choice.",0,2,NA,"",1.81,1.81,2.09,2.09,1
"81",46,1,33,0,TRUE,1,1,6,3,"American English","The United States of America","33","The United States of America",2,3,3,"Automotive mechanic","I think that they'd trust the decider to treat them fairly. They might also be feeling a little bit nervous. However, I imagine that they've accepted their current situation regardless of whatever outcome they receive.",2,3,1,2,1,"No.",0,1,NA,"",-1.19,-1.19,-0.91,-0.91,1
"82",54,1,26,0,TRUE,0,5,5,4,"ENGLISH","AMERICA","26","AMERICA",5,3,3,"WORKING","The lose member of the group will get more irritated because he get minimum dollar.",4,5,5,4.66666666666667,6,"Try to see how  a decision taken on a critical situation",0,4,NA,"",-0.19,-0.19,0.0899999999999999,0.0899999999999999,1
"83",63,1,44,0,TRUE,1,7,5,7,"English","USA","44","USA",6,5,2,"Data analyst","They were randomly selected. They can only lose in this situation. Their sacrifice  would help others in a significant way.",5,5,5,5,1,"To see if the sacrifice of one is worth the gain for others.",0,1,NA,"",2.81,2.81,3.09,3.09,1
"84",65,1,26,0,TRUE,1,2,2,5,"english","US","26","US",5,5,5,"Developer","They will either be mad or happy. If the decider takes away all their money, they will be mad because they get nothing. The three other will be happy because they get an extra $10. The only way the lose person can't lose is if the decider does no take awa any of their money.",5,6,4,5,1,"depending on how sympathetic, empathetic, etc someone is, depends on how much they money they will take away from the lose player.....maybe?",1,1,NA,"",0.81,0.81,1.09,1.09,1
"85",68,1,26,0,FALSE,0,5,6,2,"english","india","22","us",5,5,5,"sales menasmet","Roel Rosal, 46, one of the expelled ministers, said that the current Sanggunian or council has “killed” not only their future, but also the future of their children whom they considered as gifts to the church.

An INC minister is entitled to free housng, scholarships for their children at New Era University in Quezon City and medical benefits through Sundry, a counterpart of the government’s PhilHealth.",6,5,6,5.66666666666667,2,"Rosal, an INC member since 1989, was expelled from the sect after he and his family discovered and exposed the alleged wrongdoing of some ministers.

Aside from Rosal, several other ministers were also expelled by the church leadership.",0,4,NA,"",-2.19,-2.19,-1.91,-1.91,1
"86",69,1,32,0,TRUE,1,2,3,4,"English","USA","32","USA",3,2,2,"Musician","The lose member would feel as if they were treated unfaily. As if they were singled out or excluded by a group of selfish people. I'd be sorely disappointed if I were them.",7,7,4,6,1,"That you could influence my decision by asking me to sympathize with the LOSE member.",0,1,NA,"",-0.19,-0.19,0.0899999999999999,0.0899999999999999,1
"87",74,1,25,0,TRUE,1,2,5,3,"English","California","25","California",5,5,5,"Business Manager","I feel like I'm destined to be a LOSE member to test how much I can handle everything in work. I feel enthused on what challenges are on my way. I feel excited.",5,4,5,4.66666666666667,3,"No.",0,4,NA,"",-1.19,-1.19,-0.91,-0.91,1
"88",75,1,23,0,TRUE,1,3,4,3,"English","United States of America","23","United States of America",3,3,2,"Unemployed","",3,2,3,2.66666666666667,4,"I did not.",0,3,NA,"",-1.19,-1.19,-0.91,-0.91,1
"89",77,1,29,0,TRUE,0,1,2,4,"English","United States of America","29","United States of America",5,2,2,"Financial analyst","I have no intentions of making the LOSE member of the group actually suffer by taking away the experimental money allotted to him or her in order for the other members within the group to benefit. I suspect that if I WERE to do such a thing, the LOSE membr would feel insignificant, powerless, and quite angry at the random assignment given to him or her by the survey. As for the person's well-being, it would clearly take a hit because his/her experimental dollars are being used to benefit other people as oposed to being used to benefit the beholder. As such, I have no real intention of harming or holding back one person so that others can get ahead.",7,7,7,7,1,"Uncertain - I always approach surveys with a degree of skepticism since researchers don't usually tell their participants everything there is to know about the study, that is, there is almost always some degree of deception involved. Seeing as the instrucions told participants to try to empathize with the LOSE member, it seems you were trying to see if participants would still take money away from the LOSE member after sympathizing with his/her position.",1,1,NA,"",-0.19,-0.19,0.0899999999999999,0.0899999999999999,1
"90",78,1,28,0,TRUE,1,1,3,3,"English","USA","28","28",5,3,2,"Electrician","I imagine the Lose member will feel as though they are being specifically left out. I think they will feel cheated. I think they will resent the other Keep members and me the decider for making the call.",6,5,4,5,2,"Whether or not someone would take from a member of the group after being made to write out how the losing member would feel.",1,3,NA,"",-1.19,-1.19,-0.91,-0.91,1
"91",92,1,31,0,TRUE,1,5,5,5,"English","United States of America","31","United States of America",5,6,5,"Project manager","I would not want to be a lose member. I will keep this in mind if I am asked to make decisions for these members. However, I also want to maximize the odds for the other members. I will need to weigh the costs and benefits of each decision.",5,5,2,4,3,"I imagine that to are looking to see if people show sympathy for others?",0,4,NA,"",0.81,0.81,1.09,1.09,1
"92",93,1,63,0,TRUE,1,6,4,3,"English","United States","63","United States",5,2,2,"Manager","The LOSE member is probably unhappy at being selected to this role.  The LOSE member won't want to have any of the dollars taken away, even though the group as a whole will benefit.  The LOSE member probably will be unhappy to have dollars taken away.",4,5,4,4.33333333333333,1,"As a guess, to see if people would be moved by ""the numbers"" or by consideration for the person who would fail to benefit.",0,2,NA,"",-1.19,-1.19,-0.91,-0.91,1
"93",115,1,37,0,FALSE,1,1,2,7,"english","united states","37","united states",5,6,2,"small business owner","Lose member probably does not want that position. Lose member probably feels bad that they might mess this up for the three. Or the lose member does not care at all.",2,2,1,1.66666666666667,6,"maybe if i think about how the lose member feels i would take fewer dollars away",1,2,NA,"",2.81,2.81,3.09,3.09,1
"94",117,1,20,0,TRUE,1,5,3,7,"English","USA","29","USA",5,5,2,"Senior Customer Success Manager","They would probably feel in a position of weakness.

Feel like they can't control the outcome.

Feel dependent on the decision of me.",5,5,3,4.33333333333333,4,"If we empathize with the LOSS person does that impact what decision we make.",1,1,NA,"",2.81,2.81,3.09,3.09,1
"95",119,1,70,0,TRUE,1,1,1,2,"English","USA","70","USA",5,2,1,"Geologist (retired)","I believe in equality in a group.  Even though some group members have been designated as losers, that assignment apparently was random and does not indicate that person's character or value to the group.  I would strive to make a decision that results inall group members having roughly the same reward at the end.",7,7,7,7,1,"I believe it must be connected with one's concept of equality and willingness to share resources with all members of a group, even those who are labeled as losers.",0,5,NA,"",-2.19,-2.19,-1.91,-1.91,1
"96",121,1,31,0,FALSE,0,3,4,1,"Mandarin","Taiwan","11","U.S.",2,4,4,"Tech","The LOSE member would feel discouraging.

The LOSE member would feel bad that I took their experiment dollars.

The LOSE member would probably dislike me base on my decision to take their experiment dollars.",6,6,5,5.66666666666667,2,"no",0,2,NA,"",-3.19,-3.19,-2.91,-2.91,1
"97",123,1,27,0,TRUE,1,1,2,3,"English","USA","27","USA",4,5,6,"mTurk Worker","The LOSE member will get over it. The KEEP members each gain higher chances than the one LOSE member loses, and the needs of the many outweigh the needs of the few. Their odds of winning the supposed $50 are slim to none, anyway, even if they lose nothing",3,4,1,2.66666666666667,6,"You're looking for how people treat those who have been singled out or are looked down upon by the group.",0,4,NA,"",-1.19,-1.19,-0.91,-0.91,1
"98",124,1,45,0,TRUE,1,3,3,6,"english","United State","45","United States",5,5,3,"writer","1. The member probably feels jipped being randomly selected as the Lose.
2. The member feels they should be compensated the same as everyone else.
3. The member is not happy.",4,4,3,3.66666666666667,2,"How one feels about the person who gets the bad luck draw in a group?",0,3,NA,"",1.81,1.81,2.09,2.09,1
"99",128,1,18,0,TRUE,0,7,4,4,"English","America","18","America",2,3,3,"n/a","they will be sad and angry if I don't keep things even and I'll try my hardest",5,5,5,5,6,"no",0,2,NA,"",-0.19,-0.19,0.0899999999999999,0.0899999999999999,1
"100",131,1,31,0,TRUE,1,1,1,5,"English","USA","31","31",5,5,5,"Tech Training Coordinator","I think they will feel a little powerless. They will feel comfortable with having their fate decided by other people. I suspect they also might be worried that the other members are going to take too much of their bonus.",5,6,4,5,5,"To see how the zero-sum type of scenario made different types of people behave more or less altruisticlly.",0,2,NA,"",0.81,0.81,1.09,1.09,1
